iso3,name,population,gdp_per_capita,gdp_growth,military_expenditure,literacy_rate,human_capital_index,health_expenditure,tertiary_enrollment,science_investment,male_population_pct,life_expectancy
NGA,Nigeria,232679478,0.0030048285212972334,0.4350847769805305,0.014151194041428426,0.5404566451564898,0.11741046691930233,0.1111799708241563,0,0,50.5733344071424,0.0
MKD,North Macedonia,1824359,0.031525361268833416,0.41990039579944066,0.059136965933319484,0,0.45228952984933185,0.2368026472724389,0.32262532657803167,0.05797343764787534,48.647538218407,0.689899735291372
MNP,Northern Mariana Islands,44278,0.08188951727340363,0.6138423208624584,0,0,0,0,0,0,52.7994218217133,0.7630406126420188
NOR,Norway,5572279,0.3008041018886583,0.4071617618818577,0.058779906351473045,0,0.8160413870608663,0.3145086029126504,0.5717259331895582,0.29107069623647436,50.3958821229912,0.8952977091756982
OMN,Oman,5281538,0.06972570161971883,0.4005459717087521,0.1605712464051519,0.958689180193764,0.5387024647313058,0.0839942588445414,0.24399403231262767,0.060522413956276236,62.2134878135876,0.803810181407319
PAK,Pakistan,251269164,0.004376048229332861,0.4206854198191592,0.0755281644682168,0.3610809166079564,0.194790336803274,0.04632066018613659,0.05100056239893583,0.024906148458941922,50.7158950499628,0.413156738434499
PLW,Palau,17695,0.05348283737542852,0.4088493540888026,0,0.9975898140229806,0.5046548167325543,0.3698367119645628,0.4261931734222212,0,53.8596292947559,0.46287113175569633
PAN,Panama,4515577,0.06581993820772616,0.4164070602106889,0,0.9414140903784997,0.35739965984919286,0.27184984623450414,0.3145461990556546,0.03012555601123064,50.0047612973406,0.7890276818780995
PNG,Papua New Guinea,10576502,0.009685389396178856,0.4313538834329652,0.0069610925756261625,0.7981781166359105,0.23413539710630868,0.05994208835942482,0,0,51.4274238710893,0.36472914443537763
PRY,Paraguay,6929153,0.02153252140501378,0.43775037013693613,0.025125994994630273,0.9201739487751148,0.40263940265675247,0.27290109112193006,0,0.02130666582542036,50.1376719492267,0.607212353273492
PER,Peru,34217848,0.028608274997816166,0.4243081758039895,0.02443389017144564,0.9015375617644462,0.5337260585275077,0.16734540348937016,0,0.026817880690242595,49.7330048342023,0.7314669512271672
