iso3,name,population,gdp_per_capita,gdp_growth,military_expenditure,literacy_rate,human_capital_index,health_expenditure,tertiary_enrollment,science_investment,male_population_pct,life_expectancy
GIN,Guinea,14754785,1694.95375862193,5.35004659051708,2.05370337042453,,0.37094247341156,3.69442987,,,49.4840622889456,60.904
GNB,Guinea-Bissau,2201352,1007.74151728028,4.14631137217332,1.2348847572106,63.9300003051758,,8.82204819,,,49.4246263205521,64.254
GUY,Guyana,831087,29675.2443873316,43.8193108024355,0.868162254451279,85.6399993896484,0.495226472616196,2.46673751,26.4315792489043,,48.6813053266385,70.319
HTI,Haiti,11772557,2142.62330526788,-4.16963395808132,0.068443100204951,,0.446564912796021,3.19156528,,,49.4825040983025,65.119
HND,Honduras,10825703,3426.43483328923,3.55397003296669,1.57536270602411,88.25,0.481023132801056,7.70976162,23.3177890777588,,50.3428460950758,73.044
HKG,"Hong Kong SAR, China",7524100,54074.6928519479,2.50498758466826,,,0.812756538391113,,120.08978583196,1.12597,45.0481320809197,85.3926829268293
HUN,Hungary,9562065,23292.3263882478,0.560117843140432,2.15630980446665,,0.683087289333344,6.36868954,60.5168685913086,1.37748,48.0178604370443,76.7243902439025
ISL,Iceland,386506,86040.5309851288,-0.970676468918384,,,0.745281875133514,8.98358727,76.5200729370117,2.64005,51.2048927797944,82.809756097561
IND,India,1450935791,2694.73780859961,6.49476552383821,2.2712033218142,78.1625330351403,0.493510901927948,3.33944035,34.4465039692543,0.64558,51.5752269426235,72.235
IDN,Indonesia,283487931,4925.43048751861,5.03034469419038,0.779216788275608,96,0.540038466453552,2.70239949,44.8813034886441,0.28068,50.2342076777865,71.288
IRN,"Iran, Islamic Rep.",91567738,5190.16959024821,3.66312056830718,2.01043175751636,88.9168161136597,0.593404471874237,6.02542305,58.6838607788086,0.72665,50.817086371808,77.854
IRQ,Iraq,46042015,6073.61032342708,-1.54525198318304,2.35714058035714,84.0648941705243,0.407643288373947,5.53275251,,0.0407,50.195633271046,72.424
IRL,Ireland,5395790,112894.953240805,2.59946721553708,0.239096332495524,,0.792599022388458,6.85410833,77.5933380126953,1.58829,49.5018950462006,83.009756097561
IMN,Isle of Man,84160,88328.548125887,-4.16539345213232,,,,,,,49.5074915934934,81.091
ISR,Israel,9974400,54176.6844383302,0.871968424377442,8.77671668977531,,0.733995318412781,7.09822369,56.2561111450195,6.34589,49.7911531251501,83.1975609756098
ITA,Italy,58952704,40385.3413957669,0.692676948440536,1.60924561245844,,0.727819681167603,8.44437313,75.9496536254883,1.37935,48.8749456611188,83.9512195121951
JAM,Jamaica,2839175,7753.8006955432,-0.535039063867487,1.27385736005958,,0.534977912902832,7.60493946,,,49.4497873501986,71.606
JPN,Japan,123975371,32487.0778047567,0.104309021773304,1.37139689580634,,0.804714262485504,10.73979473,64.4907608032227,3.44125,48.7838993790868,84.0363414634146
JOR,Jordan,11552876,4618.09592498567,2.48889409603647,4.80018703722722,94.4400024414062,0.553174376487732,7.66000605,35.9184001120427,,51.5661814426122,77.981
KAZ,Kazakhstan,20592571,14154.6324958076,4.99999999996936,0.42842846956594,,0.628506422042847,3.76701546,52.8612860406142,0.16242,48.7064291292233,74.531
KEN,Kenya,56432944,2132.43452097647,4.72473994710138,0.999546585264659,,0.546752512454987,4.35172892,10.4185962462804,0.81069,49.7157679791476,63.834
KIR,Kiribati,134518,2288.63471423684,5.26689747917099,,98.6079816424987,0.492592930793762,10.94525623,4.96087980270386,,48.5280780267325,66.6
PRK,"Korea, Dem. People's Rep.",26498823,,,,,,,,,49.469053776464,73.743
KOR,"Korea, Rep.",51751065,36238.639908315,2.00361101838986,2.56205259386748,,0.798776268959045,8.67656994,111.853302001953,4.94352,49.9136502686997,83.6292682926829
XKX,Kosovo,1594353,7023.06598512878,4.5730971681166,1.47659639574127,,,,,,49.185892603826,78.222
KWT,Kuwait,4897263,32717.7186631255,-2.56011099967517,4.84093247384389,96.4599990844727,0.562588036060333,4.96311998,51.8967176944636,0.08954,61.1130836144151,84.580487804878
KGZ,Kyrgyz Republic,7221868,2420.18542283831,9.04013556120012,2.96620373701758,,0.596617102622986,4.50344467,53.8761747562613,0.05269,49.4340599907403,72.4
LAO,Lao PDR,7769819,2123.97909415109,4.13019264436937,,75.6399993896484,0.456665337085724,1.32651615,14.8841695785522,,50.2461446983328,69.225
LVA,Latvia,1866124,23409.0845154775,-0.0461080109713521,3.25799154535171,,0.70658141374588,7.27783823,82.917350769043,0.8236,46.3603280566193,76.4292682926829
LBN,Lebanon,5805962,3477.72489842684,-0.760584470257314,2.58828538225203,,0.515125513076782,5.57497263,54.4012561547071,,48.6333614710812,77.945
LSO,Lesotho,2337423,971.90771824829,2.85452253179545,1.56745014441231,90.4499969482422,0.400392591953278,12.61182117,,0.09453,48.7242782860776,57.798
LBR,Liberia,5612817,851.497723870206,4.02185464964835,0.711206896551724,,0.319014221429825,13.00574875,,,49.9195323845406,62.324
LBY,Libya,7381023,6569.16408678648,1.89995052025442,5.28705130951195,,,7.80515862,,,50.8462038392239,71.121
LIE,Liechtenstein,40450,206780.590353385,,,,,5.71460724,46.0189590454102,6.00984,49.6839729119639,84.2
LTU,Lithuania,2888278,29384.0189598663,2.77263124530285,3.11817486440289,,0.70604795217514,7.59519005,75.6177368164062,1.04977,47.1997229907209,77.1951219512195
LUX,Luxembourg,677012,137781.681659123,0.35861253942069,0.962679157025622,,0.686146140098572,5.89136267,22.4103698730469,1.07045,50.3334145573194,83.1951219512195
MAC,"Macao SAR, China",687000,72004.7437020733,7.84960207010525,,,0.795671582221985,,141.864795918367,0.31097,46.0512979998945,83.3317073170732
MDG,Madagascar,31964956,544.987501003384,4.19999999988647,0.708648145396825,74.6900024414062,0.391991019248962,3.42822957,6.1466638463036,,50.156580850604,63.835
MWI,Malawi,21655286,522.570393642547,1.6734340852915,1.02496048269861,70.1500015258789,0.413240641355515,6.53459597,2.70813684546823,,48.7966032866063,67.561
MYS,Malaysia,35557673,11874.4273684245,5.10545921024041,0.987556748730683,95.7699966430664,0.610976159572601,3.95760036,38.5013945445142,1.0121,52.3594274574717,76.821
MDV,Maldives,527799,13379.3513577224,3.49440422654285,,,,9.24973583,48.4968654322788,,61.9184575946525,81.285
MLI,Mali,24478595,1094.61949265799,4.99226917482922,4.1981465701254,35.6300010681152,0.318269580602646,3.81316996,,0.14743,50.4553978504323,60.675
MLT,Malta,568847,43898.5781808597,6.79990300224401,0.451123319487248,,0.709248304367065,8.84301376,80.5250091552734,0.64792,51.8988819640961,82.9560975609756
MHL,Marshall Islands,37548,7726.33668877794,2.50192717852873,,95.7629302411191,0.42339813709259,13.40528965,37.6853055916775,,51.2330883136252,67.075
MRT,Mauritania,5169395,2110.12036938187,6.30760213290844,2.15504682070845,59.5299987792969,0.381546080112457,4.34333467,,,49.0526647702487,68.713
MUS,Mauritius,1245779,11990.7798944837,4.92512304864294,0.149590857574221,94.2877776512134,0.62185925245285,5.56544495,45.7771156388358,0.26181,49.9157861779197,73.7890243902439
MEX,Mexico,130861007,14185.7812248529,1.42742769080466,0.893257529320534,95.5500030517578,0.612949848175049,5.50398684,48.203441619873,0.25372,48.4938802282027,75.264
FSM,"Micronesia, Fed. Sts.",113160,4166.00476748564,0.718990177344025,,,0.505966544151306,12.88087559,,,49.6787762568376,67.357
MDA,Moldova,2402306,7576.19589413326,0.103059364371205,0.597780838491135,,0.584153532981873,6.7359705,74.7109378669046,0.21589,46.0115454569418,71.332
MCO,Monaco,38631,288001.433369041,8.51053758860212,,,,3.11959291,77.4806900024414,,48.9244389221092,86.497
MNG,Mongolia,3524788,6750.6301157724,5.12204539122661,0.742307300960191,98.6399993896484,0.614397525787354,6.07207489,69.044059753418,0.08365,49.8573171363299,72.3980487804878
MNE,Montenegro,623525,13263.3281277699,3.16409886329913,1.83253539270475,,0.633181810379028,9.6549921,55.1743011474609,,48.1300089744533,77.890243902439
MAR,Morocco,38081173,4153.1943359375,3.79336515978963,3.51575374206256,,0.504116356372833,6.06396198,48.1839617510572,,50.4239247042101,75.493
MOZ,Mozambique,34631766,656.776824637306,2.14854964610538,1.99330115632931,61.6653441678133,0.362116664648056,8.50126553,,,48.5163881044934,63.797
MMR,Myanmar,54500091,1359.05001560107,-0.97204641363362,6.79452485229039,93.527395549521,0.477652013301849,4.45748425,,0.02307,49.7776067933538,67.095
NAM,Namibia,3030131,4413.12752211572,3.71154502416731,2.73490195432496,87.6399993896484,0.446437537670136,9.48251629,26.1092654658031,0.64636,48.8363865576724,67.516
NRU,Nauru,11947,13609.158837552,1.38888888888904,,96.5899963378906,,18.21076012,,,50.9124393102294,62.279
NPL,Nepal,29651054,1447.31004458428,3.66537430744967,0.979452474186084,,0.504601776599884,6.15843678,21.2915596292014,,47.8913010009256,70.636
NLD,Netherlands,17993485,67520.4218956281,1.08100584845663,1.91642541759119,,0.789915025234222,10.00551128,86.5938262939453,2.26719,49.6796679485434,81.9658536585366
NCL,New Caledonia,292639,29213.1923192946,-13.5,,,,,,,49.3280116457478,78.921
NZL,New Zealand,5287500,49205.1792146792,1.28862004711685,1.19404695449297,,0.775932431221008,10.06186676,77.2406463623047,1.54848,49.6859383223142,82.009756097561
NIC,Nicaragua,6916140,2847.53966339498,3.5878302292345,0.545131278321867,,0.508098244667053,8.29879284,30.3635101318359,,49.1886730443098,75.1
NER,Niger,27032412,735.270255787226,10.3000000007793,2.24177586841643,35.6100006103516,0.31568518280983,4.04895782,,,50.7735990864005,61.433
NGA,Nigeria,232679478,1084.16041805436,4.06236408888319,0.555429367236392,70.4100036621094,0.360609829425812,4.19086456,,,50.5733344071424,54.635
MKD,North Macedonia,1824359,9291.85661671864,2.99373536567732,2.10352863426818,,0.55734920501709,7.42730284,55.0082015991211,0.37363,48.647538218407,76.6165853658537
MNP,Northern Mariana Islands,44278,23785.754590043,16.6427546628408,,,,,,,52.7994218217133,78.947
NOR,Norway,5572279,86785.4334489176,2.09723059960317,2.09124111193175,,0.771051168441772,9.42925453,95.4987564086914,1.85142,50.3958821229912,83.1609756097561
OMN,Oman,5281538,20285.2272897377,1.63163221127449,5.59419531945284,97.3399963378906,0.608116269111633,3.49047446,42.226921081543,0.38979,62.2134878135876,80.246
PAK,Pakistan,251269164,1478.77277977996,3.04898287335465,2.66760037007452,58.8600006103516,0.406070023775101,2.51988316,10.8564126844434,0.16399,50.7158950499628,67.799
